,_id,content,from,url,zhuti
0,584e4e8c2face0273c7545c5,细菌 水 血压 血糖 病毒 避孕套 高血压 疫苗 乳胶 石榴 口水 玻璃杯 厕所 流口水 肾 血脂 脂肪 用纸 厨房,丁香园,/faq/8015,栏目 · 来问（七）
1,584e4e8d2face0273c7545c6,病 肠 蛋白质 脂肪 碳水化合物 摄食 经口 胃肠道,丁香园,/faq/6388,阿尔茨海默病（老年痴呆）之怎么吃
2,584e4e8e2face0273c7545c7,病 脑 患病率 老年人 药 精神 高血压 情绪 病患者 记忆力 铝 精神病 量表 事物,丁香园,/faq/4828,阿尔茨海默病
3,584e4e8f2face0273c7545c8,孩子 口服 药 鼻塞 体重,丁香园,/faq/3833,艾畅
4,584e4e912face0273c7545c9,艾滋病 病毒 抗病毒 抗体,丁香园,/faq/4401,艾滋病
5,584e4e922face0273c7545ca,疼痛 癌痛 止痛药 肿瘤,丁香园,/faq/4249,癌性疼痛
6,584e4e932face0273c7545cb,噻嗪 类药物 氢氯 血管 肌酐,丁香园,/faq/4685,安博诺
7,584e4e942face0273c7545cc,高血压 利尿剂 时 钾 血管 血清 血压 降血压,丁香园,/faq/4765,安博维（厄贝沙坦片）用药问答
8,584e4e962face0273c7545cd,鼻窦炎 鼻腔 鼻窦 鼻炎,丁香园,/faq/2447,鼻窦炎
9,584e4e972face0273c7545ce,鼻炎 鼻腔 过敏性 鼻塞 嗅觉,丁香园,/faq/2512,鼻炎
10,584e4e982face0273c7545cf,鼻息肉 鼻腔 鼻炎 鼻窦 息肉,丁香园,/faq/5387,鼻息肉
11,584e4e992face0273c7545d0,鼻咽癌 肿瘤 颈部 淋巴结 鼻咽,丁香园,/faq/2266,鼻咽癌
12,584e4e9a2face0273c7545d1,鼻出血 鼻腔 血管 血液 鼻孔,丁香园,/faq/6254,鼻出血
13,584e4e9b2face0273c7545d2,鼻中隔 偏曲 鼻塞,丁香园,/faq/3254,鼻中隔偏曲
14,584e4e9c2face0273c7545d3,性 垂体 综合征 月经 下丘脑 卵巢 孕激素 激素,丁香园,/faq/4205,闭经
15,584e4e9e2face0273c7545d4,避孕药 女性 节育器 避孕套 精子 月经 结扎术 输精管,丁香园,/faq/5597,避孕问答
16,584e4e9f2face0273c7545d5,避孕药 胚胎 性生活,丁香园,/faq/3340,避孕失败
17,584e4ea02face0273c7545d6,伤口 蜇伤 时 用药 海域,丁香园,/faq/4861,被海洋生物咬伤（诊后须知）
18,584e4ea12face0273c7545d7,钙 补钙 孩子 缺钙 母乳,丁香园,/faq/4293,补钙
19,584e4ea22face0273c7545d8,百草 枯 血液 皮肤,丁香园,/faq/6743,百草枯中毒
20,584e4ea32face0273c7545d9,百日咳,丁香园,/faq/3284,百日咳
21,584e4ea42face0273c7545da,白血病 细胞 化疗 骨髓,丁香园,/faq/2619,白血病
22,584e4ea62face0273c7545db,白细胞 粒细胞,丁香园,/faq/5733,白细胞减少
23,584e4ea72face0273c7545dc,白癜风 白斑 皮肤 色素 儿童 疗法,丁香园,/faq/2054,白癜风
24,584e4ea82face0273c7545dd,月牙 指甲,丁香园,/faq/3064,白月牙
