,_id,content,from,url,zhuti
0,584e4e8c2face0273c7545c5,细菌 水 血压 血糖 病毒 避孕套 高血压 疫苗 乳胶 石榴 口水 玻璃杯 厕所 流口水 肾 血脂 脂肪 用纸 厨房 纸巾 纸 原料 降压药 卫生条件 电磁炉 果核 高脂 铅 降血糖 种子 性病 标明 脸 微波炉 头 膜 直径 品牌 套套 指标 肉 含 家用电器 睡姿 血脂高 面巾纸 效果 分子 茶 毒性 意外事故 质量 膀胱 本质区别 玻璃 水杯 肥牛 核桃 杯子 卫生纸 卡 总 针孔 市场 血压高 下肢 材质 瓜子 咖啡因 无线 解决办法 梨 射线 热量 枕头 继发性 间隙 旗号 肌肉 猪 合格 弄清原因 澡 手机 专物 成 杀菌 公共卫生 脂 性传播 酒 舒适度 强度 废纸 针眼 鼻子 气管 排骨 食道 办公室 状况 电热毯 尿 降糖 饮用水 装置 大气层,丁香园,/faq/8015,栏目 · 来问（七）
1,584e4e8d2face0273c7545c6,病 肠 蛋白质 脂肪 碳水化合物 摄食 经口 胃肠道 蛋 油脂 总 微量元素 优质 供给量 肉 蛋白 种子 坚果 食用油 厌食症 热量 糖尿病 肠道 老年病 胰腺 流质 胆固醇 抗衰老 豆干 时 半流质 肝脏 营养学 豆浆 餐次 膳食 植物油 炎性 锌 需求量 功能性 戒烟,丁香园,/faq/6388,阿尔茨海默病（老年痴呆）之怎么吃
2,584e4e8e2face0273c7545c7,病 脑 患病率 老年人 药 精神 高血压 情绪 病患者 记忆力 铝 精神病 量表 事物 照料 女性 谵妄 护理 记忆 智能 综合征 期 基因 性格 血流 躯体 男性 意识 外伤 头部 老人 风险 病毒感染 智力 淡漠 精神障碍 染色体 绘画 住院治疗 药品 幻觉 化验 抗抑郁 老年痴呆症 地点 病会 年龄 名词 空间 体力 预兆 质量 卧床 情感 事 流行病学 家族史 视 骨折 物品 免疫系统 障碍 神经 技巧 精神科 分值 物体 机构 街道 性 判断能力 死因 精神分裂症 危害 状态 仪器 人物 事件 个体 压疮 公众 小学 中学 脑外伤 姓名 效果 心理因素 不语 危险度 毒物 规律 总 费 病理 样 母 病耻 抗焦虑 内科 乐器 笼统 嘴巴 精神药物,丁香园,/faq/4828,阿尔茨海默病
3,584e4e8f2face0273c7545c8,孩子 口服 药 鼻塞 体重 小儿 伪麻黄碱 月龄 痰 用药 效果 单胺 感冒药 流涕 氧化酶 药店 盲目 镇 滴剂 医药 时 幼儿 说明书 过量 处方 盐酸 用量 儿科 溶液剂,丁香园,/faq/3833,艾畅
4,584e4e912face0273c7545c9,艾滋病 病毒 抗病毒 抗体 感染者 肿瘤 时 皮肤 避孕套 蚊子 期 传染病 鸡尾酒 阳性 血液 共用 危 孩子 急性期 血 免疫系统 疫苗 注射器 淋巴细胞 疗法 细胞 头痛 性关系 母亲 恶心 性传播 感染性 性伴侣 病 阴性 血液制品 学 手册 性皮炎 真菌 流行病学 质量 对症 眼泪 关节痛 菌 义务 性病 黏膜 卡 性交时 指 机构 吸毒者 低水平 病毒感染 数目 性 阴茎 孢子 男性 淋巴结 心理健康 窗口期 肝肾 肺 脂溢,丁香园,/faq/4401,艾滋病
5,584e4e922face0273c7545ca,疼痛 癌痛 止痛药 肿瘤 神经 部位 药 用药 癌症 非甾体 阶梯 破坏性 时 癌性 数字 局部 浓度 感受器 效应 脸谱 毒性 吗啡 溶骨 神经病 效果 质量 血液 科 皮肤 病灶 口服 麻醉药品 血药浓度 精神 可待因 心理 肿瘤科 天花板 类药物 产物 感觉 复印件 药品 理性 直肠 癌细胞 内脏 受体 标尺 成骨 硬膜外 证件 身份证 原件 视觉 剂型 放射性 模拟法 恶心,丁香园,/faq/4249,癌性疼痛
6,584e4e932face0273c7545cb,噻嗪 类药物 氢氯 血管 肌酐 利尿剂 血 水肿 神经性 肾功能 复方 电解质 制剂 高血压 血钾 规格 受体 血压 血症 素 清除率 服药 高血糖 漏服 血尿酸 高尿酸 高血脂 拮抗剂 文,丁香园,/faq/4685,安博诺
7,584e4e942face0273c7545cc,高血压 利尿剂 时 钾 血管 血清 血压 降血压 低血压 服药 降压药 素 类药物 血 受体 保钾 抗炎药 非甾体 醛固酮 效应 原 本品 糖尿病 心动过速 主动脉 哺乳期 心肌病 过量 母乳 漏服 用药 性 浓度 神经性 痛风 梗阻性 钠,丁香园,/faq/4765,安博维（厄贝沙坦片）用药问答
8,584e4e962face0273c7545cd,鼻窦炎 鼻腔 鼻窦 鼻炎 用药 疼痛 鼻塞 炎症 鼻剂 鼻 分泌物 鼻部 效果 细菌 过敏性 粘膜 鼻器 上颌 部位 时 流涕 急性 头痛 鼻中隔 偏曲 小孩 客厅 骨板 喷雾 疤痕 风险 内窥镜 蝶窦 微创 激素类 抵抗力 糖尿病 喷剂 异物 疗程 病史 垃圾 额 滴鼻剂 鼻息肉 窦口 头颅 创面 房间 鼻孔 空腔 鼻粘膜 生理盐水 霉菌性 口腔 根治 嗅觉 肿物,丁香园,/faq/2447,鼻窦炎
9,584e4e972face0273c7545ce,鼻炎 鼻腔 过敏性 鼻塞 嗅觉 过敏原 时 萎缩性 鼻粘膜 药 急性 鼻部 鼻剂 炎症 头痛 口水 臭味 管道 嗅神经 鼻 根治 流涕 枕头 咽鼓管 流口水 用药 尘螨 依赖性 鼻器 眼 鼻窦炎 气味 效果 喷雾 感觉 滴鼻剂 肿瘤 麻黄碱 皮肤 小孩 客厅 神经 痂 眼部 激素类 气压 耳 鼻窦 生理盐水 鼓膜 药店 分泌物 传染性 心理 喷剂 结膜炎 传染病 睡觉时 内窥镜,丁香园,/faq/2512,鼻炎
10,584e4e982face0273c7545cf,鼻息肉 鼻腔 鼻炎 鼻窦 息肉 鼻子 鼻剂 鼻塞 用药 鼻窦炎 鼻 鼻孔 鼻器 分泌物 依赖性 局部 滴鼻剂 内窥镜 疤痕 喷雾 小孩 激素类 肿物 效果 过敏性 粘膜 麻黄碱 时 口服药 畸形 风险 不太会 黏膜 鼻涕 喷剂 水肿 里长 药店 病史 偏曲 骨板 内镜 鼻出血 炎症 药 鼻中隔 鼻粘膜 恶性 微创,丁香园,/faq/5387,鼻息肉
11,584e4e992face0273c7545d0,鼻咽癌 肿瘤 颈部 淋巴结 鼻咽 化疗 生存率 病毒 效果 部 肿块 放射治疗 放化疗 放射性 听力 局部 抗原 抗体 淋巴 敏感性 部位 鼻塞 时 鳞癌 肿瘤发生 脑神经 机体 咽鼓管 区 原发灶 咽口 性 病毒感染 血清 癌症 鼻腔 首程 耳 器官 肺 细胞 典型 单侧 关节 咽旁间隙 中耳 视力 比例 护理 肝 病灶 男性 癌细胞 恶病质 咸鱼 声音,丁香园,/faq/2266,鼻咽癌
12,584e4e9a2face0273c7545d1,鼻出血 鼻腔 血管 血液 鼻孔 部位 肿瘤 时 鼻窦 高血压 贫血 鼻 粘膜 血压 局部 内镜 出血量 鼻中隔 白血病 系统疾病 儿童 效果 骨折 血糖 老年人 顽固性 头痛 凝血因子 血 血小板 糖尿病 外伤 颅脑 鼻翼 鼻粘膜 纱布 性 鼻咽 风湿热 耳 细心 鼻骨 内分泌 血栓 中耳 轻者 刺激性 凝血酶原 头 黏膜 圆锥形 气候 湿润 溃疡 颅骨 状况 肝功能 鼻子 管道 失血性 蔬菜 团 指标,丁香园,/faq/6254,鼻出血
13,584e4e9b2face0273c7545d2,鼻中隔 偏曲 鼻塞 鼻腔 鼻 内镜 鼻窦炎 鼻炎 鼻出血 鼻子 黏膜 腺样体 头痛 偏向 时 外伤 鼻部 鼻镜 鼻窦 扁桃体 曲者 血肿 梅毒 部位 粘膜 穿孔 软骨 过敏性 感觉 指 障碍 喉头 表面 鼻甲 发炎 儿童 年龄 状态 鼻孔 做手术 肿瘤 病理性 通气 鼻涕 根治 流鼻血,丁香园,/faq/3254,鼻中隔偏曲
