,_id,content,from,url,zhuti
0,584e4e8c2face0273c7545c5,细菌 水 血压 血糖 病毒 避孕套 高血压 疫苗 乳胶 石榴 口水 玻璃杯 厕所 流口水 肾 血脂 脂肪 用纸 厨房 纸巾 纸 原料 降压药 卫生条件 电磁炉 果核 高脂 铅 降血糖 种子 性病 标明 脸 微波炉 头 膜 直径 品牌 套套 指标 肉 含 家用电器 睡姿 血脂高 面巾纸 效果 分子,丁香园,/faq/8015,栏目 · 来问（七）
1,584e4e8d2face0273c7545c6,病 肠 蛋白质 脂肪 碳水化合物 摄食 经口 胃肠道 蛋 油脂 总 微量元素 优质 供给量 肉 蛋白 种子 坚果 食用油 厌食症,丁香园,/faq/6388,阿尔茨海默病（老年痴呆）之怎么吃
2,584e4e8e2face0273c7545c7,病 脑 患病率 老年人 药 精神 高血压 情绪 病患者 记忆力 铝 精神病 量表 事物 照料 女性 谵妄 护理 记忆 智能 综合征 期 基因 性格 血流 躯体 男性 意识 外伤 头部 老人 风险 病毒感染 智力 淡漠 精神障碍 染色体 绘画 住院治疗 药品 幻觉 化验,丁香园,/faq/4828,阿尔茨海默病
3,584e4e8f2face0273c7545c8,孩子 口服 药 鼻塞 体重 小儿 伪麻黄碱 月龄 痰 用药 效果 单胺 感冒药,丁香园,/faq/3833,艾畅
4,584e4e912face0273c7545c9,艾滋病 病毒 抗病毒 抗体 感染者 肿瘤 时 皮肤 避孕套 蚊子 期 传染病 鸡尾酒 阳性 血液 共用 危 孩子 急性期 血 免疫系统 疫苗 注射器 淋巴细胞 疗法,丁香园,/faq/4401,艾滋病
5,584e4e922face0273c7545ca,疼痛 癌痛 止痛药 肿瘤 神经 部位 药 用药 癌症 非甾体 阶梯 破坏性 时 癌性 数字 局部,丁香园,/faq/4249,癌性疼痛
6,584e4e932face0273c7545cb,噻嗪 类药物 氢氯 血管 肌酐 利尿剂 血 水肿 神经性 肾功能 复方 电解质 制剂,丁香园,/faq/4685,安博诺
7,584e4e942face0273c7545cc,高血压 利尿剂 时 钾 血管 血清 血压 降血压 低血压 服药 降压药 素 类药物 血 受体 保钾 抗炎药 非甾体,丁香园,/faq/4765,安博维（厄贝沙坦片）用药问答
8,584e4e962face0273c7545cd,鼻窦炎 鼻腔 鼻窦 鼻炎 用药 疼痛 鼻塞 炎症 鼻剂 鼻 分泌物 鼻部 效果 细菌 过敏性 粘膜 鼻器 上颌 部位 时 流涕,丁香园,/faq/2447,鼻窦炎
9,584e4e972face0273c7545ce,鼻炎 鼻腔 过敏性 鼻塞 嗅觉 过敏原 时 萎缩性 鼻粘膜 药 急性 鼻部 鼻剂 炎症 头痛 口水 臭味 管道 嗅神经 鼻 根治,丁香园,/faq/2512,鼻炎
10,584e4e982face0273c7545cf,鼻息肉 鼻腔 鼻炎 鼻窦 息肉 鼻子 鼻剂 鼻塞 用药 鼻窦炎 鼻 鼻孔 鼻器 分泌物 依赖性 局部 滴鼻剂 内窥镜,丁香园,/faq/5387,鼻息肉
11,584e4e992face0273c7545d0,鼻咽癌 肿瘤 颈部 淋巴结 鼻咽 化疗 生存率 病毒 效果 部 肿块 放射治疗 放化疗 放射性 听力 局部 抗原 抗体,丁香园,/faq/2266,鼻咽癌
12,584e4e9a2face0273c7545d1,鼻出血 鼻腔 血管 血液 鼻孔 部位 肿瘤 时 鼻窦 高血压 贫血 鼻 粘膜 血压 局部 内镜 出血量,丁香园,/faq/6254,鼻出血
13,584e4e9b2face0273c7545d2,鼻中隔 偏曲 鼻塞 鼻腔 鼻 内镜 鼻窦炎 鼻炎 鼻出血 鼻子 黏膜 腺样体 头痛 偏向,丁香园,/faq/3254,鼻中隔偏曲
14,584e4e9c2face0273c7545d3,性 垂体 综合征 月经 下丘脑 卵巢 孕激素 激素 先天性 雄激素 素 内膜 原发性 女性 卵泡 肿瘤 器质性 性激素 蝶鞍 继发性 生理性 内分泌,丁香园,/faq/4205,闭经
15,584e4e9e2face0273c7545d4,避孕药 女性 节育器 避孕套 精子 月经 结扎术 输精管 阴道 有效率 性生活 效果 哺乳期 皮下 输卵管 口服 年龄 常规 避孕法 同房 内膜 男用,丁香园,/faq/5597,避孕问答
